,Event Name,No. of Processors,No. of Layers,Min. Split,Min. Clients,NN Flops [TFLOPs],NN Memory [GB],Fraction Aggregator,Fraction Server / Edge,Fraction Clients,Avg. Processor Power [GFLOP/s],Avg. Processor Full Residual [GB],Avg. Processor Portion,Avg. Link Bandwidth [GB/s],Avg. Input Data Size [GB],Avg. Intermediate Results Size [GB],Avg. Weights Data Size [GB],PL Outcome,PL Best Path,PL Train Time [s],PL Runtime [s],FL Outcome,FL Aggregator,FL Clients,FL Train Time [s],FL Runtime [s],SL Outcome,SL Server,SL Clients,SL Train Time [s],SL Runtime [s],PSL Outcome,PSL Server,PSL Clients,PSL Train Time [s],PSL Runtime [s],FSL Outcome,FSL Agg Server,FSL Edge Servers,FSL Clients,FSL Train Time [s],FSL Runtime [s],Best Architecture,Best Train Time [s]
Event 14,event_14,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,27.62429055370032,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[2, 12, 12, 2, 18, 18, 18]",0.36405670995831196,0.767648458480835,Success,processor_29,"['processor_12', 'processor_2', 'processor_18']",0.12287614511565342,0.7079453468322754,Success,processor_12,"['processor_2', 'processor_18', 'processor_0']",0.36169074801000417,0.0677347183227539,Success,processor_12,"['processor_2', 'processor_18', 'processor_0']",0.2557814127263591,0.0660393238067627,Success,processor_1,"['processor_2', 'processor_3', 'processor_5']","['processor_0', 'processor_4', 'processor_6']",0.13143035758604826,0.0013866424560546875,FL,0.12287614511565342
Event 15,event_15,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,20.502512122282646,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[11, 24, 24, 11, 16, 16, 16]",0.34879390002603494,1.0996499061584473,Success,processor_33,"['processor_24', 'processor_11', 'processor_16']",0.11781120286457841,0.7090990543365479,Success,processor_24,"['processor_11', 'processor_16', 'processor_21']",0.34732567853386204,0.07126569747924805,Success,processor_24,"['processor_11', 'processor_16', 'processor_21']",0.24572968529492778,0.0658118724822998,Success,processor_2,"['processor_6', 'processor_3', 'processor_0']","['processor_4', 'processor_1', 'processor_5']",0.12411764055755808,0.0014235973358154297,FL,0.11781120286457841
Event 16,event_16,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,13.109353957342803,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[8, 19, 19, 8, 18, 18, 18]",0.35090008187131944,1.0154087543487549,Success,processor_34,"['processor_19', 'processor_8', 'processor_18']",0.11745689808304983,0.7017645835876465,Success,processor_19,"['processor_8', 'processor_18', 'processor_25']",0.3506469464658174,0.06661272048950195,Success,processor_19,"['processor_8', 'processor_18', 'processor_25']",0.24828650116788886,0.06685686111450195,Success,processor_0,"['processor_2', 'processor_1', 'processor_4']","['processor_5', 'processor_6', 'processor_3']",0.13971342463688946,0.001500844955444336,FL,0.11745689808304983
Event 17,event_17,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,14.211238857168565,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[9, 9, 9, 19, 15, 15, 15]",0.3593954644453935,0.8171992301940918,Success,processor_41,"['processor_9', 'processor_19', 'processor_15']",0.12151430805928509,0.6771755218505859,Success,processor_9,"['processor_19', 'processor_15', 'processor_6']",0.35666574887935776,0.06938958168029785,Success,processor_9,"['processor_19', 'processor_15', 'processor_6']",0.2516467638113748,0.0670616626739502,Success,processor_0,"['processor_6', 'processor_5', 'processor_4']","['processor_2', 'processor_3', 'processor_1']",0.1453532606602458,0.0015292167663574219,FL,0.12151430805928509
Event 18,event_18,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,15.503853619514718,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[10, 22, 22, 10, 14, 14, 14]",0.3494154488035416,0.9532392024993896,Success,processor_29,"['processor_22', 'processor_10', 'processor_14']",0.11732449736727478,0.6262154579162598,Success,processor_22,"['processor_10', 'processor_14', 'processor_6']",0.3487676650364043,0.07157731056213379,Success,processor_22,"['processor_10', 'processor_14', 'processor_6']",0.2469477182573443,0.06694388389587402,Success,processor_5,"['processor_6', 'processor_2', 'processor_4']","['processor_3', 'processor_1', 'processor_0']",0.12476320887557932,0.0016832351684570312,FL,0.11732449736727478
Event 19,event_19,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,26.28261197152765,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[10, 10, 10, 12, 13, 13, 13]",0.35712679624829247,0.9297764301300049,Success,processor_37,"['processor_10', 'processor_12', 'processor_13']",0.12133687017470883,0.6278433799743652,Success,processor_10,"['processor_12', 'processor_13', 'processor_19']",0.35337976406928034,0.06786203384399414,Success,processor_10,"['processor_12', 'processor_13', 'processor_19']",0.24905956649694258,0.06495189666748047,Success,processor_4,"['processor_6', 'processor_1', 'processor_3']","['processor_0', 'processor_2', 'processor_5']",0.11609123363313946,0.0019490718841552734,FSL,0.11609123363313946
Event 20,event_20,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,12.73238398815166,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[5, 15, 15, 5, 17, 17, 17]",0.37577790128157906,0.8567285537719727,Success,processor_33,"['processor_15', 'processor_5', 'processor_17']",0.13140063758402357,0.7016966342926025,Success,processor_15,"['processor_5', 'processor_17', 'processor_13']",0.3664490132916995,0.05882978439331055,Success,processor_15,"['processor_5', 'processor_17', 'processor_13']",0.25784414638821396,0.05301809310913086,Success,processor_0,"['processor_5', 'processor_2', 'processor_4']","['processor_6', 'processor_3', 'processor_1']",0.1425617844306785,0.0013246536254882812,FL,0.13140063758402357
Event 21,event_21,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,28.45396844206879,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[0, 0, 0, 19, 22, 22, 22]",0.36955362560399174,0.804032564163208,Success,processor_35,"['processor_0', 'processor_19', 'processor_22']",0.12782996272721672,0.7027089595794678,Success,processor_0,"['processor_19', 'processor_22', 'processor_4']",0.3640203720639876,0.07029104232788086,Success,processor_0,"['processor_19', 'processor_22', 'processor_4']",0.25673239996638597,0.06566238403320312,Success,processor_5,"['processor_0', 'processor_6', 'processor_3']","['processor_4', 'processor_2', 'processor_1']",0.16495693540246922,0.0016589164733886719,FL,0.12782996272721672
Event 22,event_22,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,18.28978731440257,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[2, 17, 17, 2, 11, 11, 11]",0.3548925035696002,0.9192841053009033,Success,processor_42,"['processor_17', 'processor_2', 'processor_11']",0.12034267883540303,0.703101396560669,Success,processor_17,"['processor_2', 'processor_11', 'processor_22']",0.35028127396989966,0.06716775894165039,Success,processor_17,"['processor_2', 'processor_11', 'processor_22']",0.24717854525133756,0.06612491607666016,Success,processor_1,"['processor_2', 'processor_5', 'processor_6']","['processor_4', 'processor_3', 'processor_0']",0.12764663109050264,0.0023763179779052734,FL,0.12034267883540303
Event 23,event_23,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,21.84617578913575,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[6, 15, 15, 6, 21, 21, 21]",0.37982540730270553,0.8496439456939697,Success,processor_41,"['processor_25', 'processor_15', 'processor_6']",0.12384659750441003,0.6994695663452148,Success,processor_25,"['processor_15', 'processor_6', 'processor_21']",0.36019603713848347,0.07101893424987793,Success,processor_25,"['processor_15', 'processor_6', 'processor_21']",0.254513953293894,0.06593847274780273,Success,processor_5,"['processor_6', 'processor_3', 'processor_4']","['processor_1', 'processor_0', 'processor_2']",0.11994198424101572,0.0014727115631103516,FSL,0.11994198424101572
Event 24,event_24,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,27.208030322630755,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[3, 3, 3, 17, 0, 0, 0]",0.3701287513077883,0.7274160385131836,Success,processor_37,"['processor_25', 'processor_3', 'processor_17']",0.12360699046680247,0.616229772567749,Success,processor_25,"['processor_3', 'processor_17', 'processor_0']",0.35088678887583086,0.06761288642883301,Success,processor_25,"['processor_3', 'processor_17', 'processor_0']",0.24617875271973247,0.06746959686279297,Success,processor_1,"['processor_3', 'processor_2', 'processor_4']","['processor_0', 'processor_5', 'processor_6']",0.10915929122697746,0.001447916030883789,FSL,0.10915929122697746
Event 25,event_25,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,21.09192176546236,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[13, 13, 13, 14, 15, 15, 15]",0.3633802665144419,0.9686720371246338,Success,processor_50,"['processor_13', 'processor_14', 'processor_15']",0.1259266327768351,0.6374657154083252,Success,processor_13,"['processor_14', 'processor_15', 'processor_8']",0.3554463517070761,0.06536364555358887,Success,processor_13,"['processor_14', 'processor_15', 'processor_8']",0.2495368818925693,0.06797361373901367,Success,processor_1,"['processor_4', 'processor_2', 'processor_5']","['processor_0', 'processor_6', 'processor_3']",0.16558733915975335,0.002123594284057617,FL,0.1259266327768351
Event 26,event_26,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,28.811978142966183,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[0, 2, 2, 0, 23, 23, 23]",0.35343343139571454,1.0136451721191406,Success,processor_33,"['processor_2', 'processor_0', 'processor_23']",0.11958541292154388,0.666914701461792,Success,processor_2,"['processor_0', 'processor_23', 'processor_9']",0.3483711162699817,0.05347013473510742,Success,processor_2,"['processor_0', 'processor_23', 'processor_9']",0.2456674914797807,0.05420875549316406,Success,processor_5,"['processor_2', 'processor_4', 'processor_6']","['processor_0', 'processor_3', 'processor_1']",0.1128435025174573,0.001344919204711914,FSL,0.1128435025174573
Event 27,event_27,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,21.242529382021758,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[4, 4, 4, 21, 13, 13, 13]",0.38437301637123406,1.0394847393035889,Success,processor_30,"['processor_4', 'processor_21', 'processor_13']",0.1298925019864724,0.6954376697540283,Success,processor_4,"['processor_21', 'processor_13', 'processor_10']",0.3818149650900279,0.06986737251281738,Success,processor_4,"['processor_21', 'processor_13', 'processor_10']",0.26957858288204584,0.054205894470214844,Success,processor_2,"['processor_4', 'processor_1', 'processor_5']","['processor_0', 'processor_3', 'processor_6']",0.1350349162805703,0.0013120174407958984,FL,0.1298925019864724
Event 28,event_28,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,26.502104891560435,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[18, 21, 21, 18, 1, 1, 1]",0.3550949171331274,0.6543195247650146,Success,processor_49,"['processor_21', 'processor_18', 'processor_1']",0.11947260933425626,0.7101459503173828,Success,processor_21,"['processor_18', 'processor_1', 'processor_10']",0.3532551786091072,0.06986260414123535,Success,processor_21,"['processor_18', 'processor_1', 'processor_10']",0.24984052546260513,0.06715774536132812,Success,processor_3,"['processor_1', 'processor_0', 'processor_5']","['processor_6', 'processor_2', 'processor_4']",0.10744725760605102,0.0013844966888427734,FSL,0.10744725760605102
Event 29,event_29,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,16.038280611467922,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[9, 21, 21, 9, 2, 2, 2]",0.37781639962073243,0.9145557880401611,Success,processor_48,"['processor_21', 'processor_9', 'processor_2']",0.13169539721980753,0.696702241897583,Success,processor_21,"['processor_9', 'processor_2', 'processor_22']",0.36228546851960036,0.07040572166442871,Success,processor_21,"['processor_9', 'processor_2', 'processor_22']",0.2533191895369571,0.0691063404083252,Success,processor_3,"['processor_2', 'processor_4', 'processor_0']","['processor_6', 'processor_5', 'processor_1']",0.15395415320607683,0.0029196739196777344,FL,0.13169539721980753
Event 30,event_30,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,24.753180239629565,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[1, 1, 1, 16, 14, 14, 14]",0.3654903766290502,0.7604436874389648,Success,processor_36,"['processor_1', 'processor_16', 'processor_14']",0.1265386443907953,0.6309561729431152,Success,processor_1,"['processor_16', 'processor_14', 'processor_4']",0.35915129559715736,0.06763482093811035,Success,processor_1,"['processor_16', 'processor_14', 'processor_4']",0.25317447619363703,0.06662249565124512,Success,processor_3,"['processor_1', 'processor_2', 'processor_6']","['processor_4', 'processor_0', 'processor_5']",0.10220207319169368,0.0016262531280517578,FSL,0.10220207319169368
Event 31,event_31,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,28.083244653273606,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[0, 23, 23, 0, 15, 15, 15]",0.36180034529173655,1.1565320491790771,Success,processor_38,"['processor_23', 'processor_25', 'processor_0']",0.12115946411682403,0.621131181716919,Success,processor_23,"['processor_25', 'processor_0', 'processor_15']",0.3525748521073275,0.06834053993225098,Success,processor_23,"['processor_25', 'processor_0', 'processor_15']",0.24916536884015086,0.06580209732055664,Success,processor_4,"['processor_0', 'processor_2', 'processor_1']","['processor_5', 'processor_3', 'processor_6']",0.1409426577661191,0.0017185211181640625,FL,0.12115946411682403
Event 32,event_32,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,26.3862503193608,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[18, 18, 18, 24, 1, 1, 1]",0.3597117191997958,0.7885181903839111,Success,processor_31,"['processor_18', 'processor_24', 'processor_1']",0.12228558161860285,0.6431384086608887,Success,processor_18,"['processor_24', 'processor_1', 'processor_0']",0.3576177750184512,0.05625486373901367,Success,processor_18,"['processor_24', 'processor_1', 'processor_0']",0.252697100118467,0.05805063247680664,Success,processor_3,"['processor_1', 'processor_4', 'processor_2']","['processor_0', 'processor_5', 'processor_6']",0.16378629667879568,0.0023925304412841797,FL,0.12228558161860285
Event 33,event_33,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,26.249243262978705,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[4, 9, 9, 4, 1, 1, 1]",0.36109498002566576,0.8121626377105713,Success,processor_41,"['processor_9', 'processor_4', 'processor_1']",0.12137195068284345,0.6890876293182373,Success,processor_9,"['processor_4', 'processor_1', 'processor_0']",0.3608732267136389,0.06860852241516113,Success,processor_9,"['processor_4', 'processor_1', 'processor_0']",0.2554742774804313,0.06812286376953125,Success,processor_2,"['processor_4', 'processor_0', 'processor_6']","['processor_1', 'processor_5', 'processor_3']",0.14802839357243675,0.0014891624450683594,FL,0.12137195068284345
Event 34,event_34,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,26.64280944850957,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[14, 14, 14, 18, 2, 2, 2]",0.3542204867243616,0.7079613208770752,Success,processor_35,"['processor_14', 'processor_18', 'processor_2']",0.12038396654875738,0.7046983242034912,Success,processor_14,"['processor_18', 'processor_2', 'processor_23']",0.350849192413296,0.07019472122192383,Success,processor_14,"['processor_18', 'processor_2', 'processor_23']",0.24750177339859783,0.06931209564208984,Success,processor_5,"['processor_2', 'processor_4', 'processor_6']","['processor_0', 'processor_3', 'processor_1']",0.1345461080742522,0.0023012161254882812,FL,0.12038396654875738
Event 35,event_35,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,26.419938228745487,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[9, 18, 18, 9, 13, 13, 13]",0.3516621644139772,0.7730100154876709,Success,processor_47,"['processor_18', 'processor_9', 'processor_13']",0.11886063758851784,0.6860854625701904,Success,processor_18,"['processor_9', 'processor_13', 'processor_8']",0.3493146965783583,0.06785869598388672,Success,processor_18,"['processor_9', 'processor_13', 'processor_8']",0.24701320569809043,0.06810140609741211,Success,processor_5,"['processor_3', 'processor_0', 'processor_4']","['processor_1', 'processor_2', 'processor_6']",0.12884632097298163,0.00206756591796875,FL,0.11886063758851784
