,Event Name,No. of Processors,No. of Layers,Min. Split,Min. Clients,NN Flops [TFLOPs],NN Memory [GB],Fraction Aggregator,Fraction Server / Edge,Fraction Clients,Avg. Processor Power [GFLOP/s],Avg. Processor Full Residual [GB],Avg. Processor Portion,Avg. Link Bandwidth [GB/s],Avg. Input Data Size [GB],Avg. Intermediate Results Size [GB],Avg. Weights Data Size [GB],PL Outcome,PL Best Path,PL Train Time [s],PL Runtime [s],FL Outcome,FL Aggregator,FL Clients,FL Train Time [s],FL Runtime [s],SL Outcome,SL Server,SL Clients,SL Train Time [s],SL Runtime [s],PSL Outcome,PSL Server,PSL Clients,PSL Train Time [s],PSL Runtime [s],FSL Outcome,FSL Agg Server,FSL Edge Servers,FSL Clients,FSL Train Time [s],FSL Runtime [s],Best Architecture,Best Train Time [s]
Event 10,event_10,100,7,3,3,0.006559962,2.02331930398941,0.001,0.75,0.25,28.617184987159025,6.5,1,10000000000,0.000810277642072,0.0364494323730469,2.02331930398941,Success,"[2, 2, 2, 12, 14, 14, 14]",1.3771636942829142,0.9718582630157471,Success,processor_40,"['processor_2', 'processor_12', 'processor_14']",0.47693757394749897,0.7175803184509277,Success,processor_2,"['processor_12', 'processor_14', 'processor_22']",1.3763407715428682,0.06629133224487305,Success,processor_2,"['processor_12', 'processor_14', 'processor_22']",0.7652664675618901,0.05400252342224121,Success,processor_5,"['processor_3', 'processor_1', 'processor_4']","['processor_2', 'processor_0', 'processor_6']",0.5625094091061674,0.00128936767578125,FL,0.47693757394749897
Event 11,event_11,100,7,3,3,0.006559962,2.02331930398941,0.001,0.75,0.25,37.82664104340494,6.5,1,10000000000,0.000810277642072,0.0364494323730469,2.02331930398941,Success,"[4, 4, 4, 17, 3, 3, 3]",1.2402636353073866,0.7921786308288574,Success,processor_31,"['processor_4', 'processor_17', 'processor_3']",0.4179395973828129,0.7009670734405518,Success,processor_4,"['processor_17', 'processor_3', 'processor_22']",1.2446986242510676,0.0677952766418457,Success,processor_4,"['processor_17', 'processor_3', 'processor_22']",0.695153591115103,0.0675804615020752,Success,processor_6,"['processor_3', 'processor_5', 'processor_2']","['processor_4', 'processor_0', 'processor_1']",0.4013333090353021,0.0014472007751464844,FSL,0.4013333090353021
Event 12,event_12,100,7,3,3,0.006559962,2.02331930398941,0.001,0.75,0.25,40.95542374890404,6.5,1,10000000000,0.000810277642072,0.0364494323730469,2.02331930398941,Success,"[0, 0, 0, 15, 6, 6, 6]",1.2145692755578972,0.8423173427581787,Success,processor_29,"['processor_0', 'processor_15', 'processor_6']",0.40892292915316414,0.7112987041473389,Success,processor_0,"['processor_15', 'processor_6', 'processor_16']",1.227283406183709,0.06576108932495117,Success,processor_0,"['processor_15', 'processor_6', 'processor_16']",0.6887431813853834,0.06548404693603516,Success,processor_2,"['processor_6', 'processor_3', 'processor_4']","['processor_0', 'processor_1', 'processor_5']",0.5652928818112963,0.0024547576904296875,FL,0.40892292915316414
Event 13,event_13,100,7,3,3,0.006559962,2.02331930398941,0.001,0.75,0.25,38.836166535141714,6.5,1,10000000000,0.000810277642072,0.0364494323730469,2.02331930398941,Success,"[0, 19, 19, 10, 0, 0, 0]",1.236444656947103,0.8051457405090332,Success,processor_37,"['processor_19', 'processor_10', 'processor_0']",0.42228591458114073,0.6744825839996338,Success,processor_19,"['processor_10', 'processor_0', 'processor_23']",1.2226289258258385,0.0703270435333252,Success,processor_19,"['processor_10', 'processor_0', 'processor_23']",0.678451485367748,0.068267822265625,Success,processor_4,"['processor_2', 'processor_5', 'processor_3']","['processor_0', 'processor_6', 'processor_1']",0.4931439936285361,0.0014238357543945312,FL,0.42228591458114073
Event 14,event_14,100,7,3,3,0.006559962,2.02331930398941,0.001,0.75,0.25,37.530768407980986,6.5,1,10000000000,0.000810277642072,0.0364494323730469,2.02331930398941,Success,"[0, 0, 0, 4, 18, 18, 18]",1.3271342959219,0.8986673355102539,Success,processor_44,"['processor_0', 'processor_4', 'processor_18']",0.4494856084377201,0.6305015087127686,Success,processor_0,"['processor_4', 'processor_18', 'processor_17']",1.3253381100325425,0.06627225875854492,Success,processor_0,"['processor_4', 'processor_18', 'processor_17']",0.7408105816802081,0.06497359275817871,Success,processor_6,"['processor_4', 'processor_1', 'processor_3']","['processor_0', 'processor_2', 'processor_5']",0.3994185956002916,0.0015926361083984375,FSL,0.3994185956002916
Event 15,event_15,100,7,3,3,0.006559962,2.02331930398941,0.001,0.75,0.25,20.626933191575294,6.5,1,10000000000,0.000810277642072,0.0364494323730469,2.02331930398941,Success,"[3, 3, 3, 8, 23, 23, 23]",1.1905408712195784,0.9680116176605225,Success,processor_47,"['processor_3', 'processor_8', 'processor_23']",0.4024094511599572,0.6348810195922852,Success,processor_3,"['processor_8', 'processor_23', 'processor_25']",1.1918833265373843,0.06563162803649902,Success,processor_3,"['processor_8', 'processor_23', 'processor_25']",0.6630425331412534,0.06516838073730469,Success,processor_1,"['processor_2', 'processor_4', 'processor_0']","['processor_3', 'processor_5', 'processor_6']",0.5579886106783412,0.0014452934265136719,FL,0.4024094511599572
Event 16,event_16,100,7,3,3,0.006559962,2.02331930398941,0.001,0.75,0.25,40.16407988841162,6.5,1,10000000000,0.000810277642072,0.0364494323730469,2.02331930398941,Success,"[13, 15, 15, 13, 24, 24, 24]",1.1784095967220498,1.1475205421447754,Success,processor_29,"['processor_15', 'processor_13', 'processor_24']",0.39420156264250006,0.6471812725067139,Success,processor_15,"['processor_13', 'processor_24', 'processor_0']",1.1845971942468294,0.05895709991455078,Success,processor_15,"['processor_13', 'processor_24', 'processor_0']",0.6648478815090728,0.06035327911376953,Success,processor_6,"['processor_5', 'processor_4', 'processor_2']","['processor_0', 'processor_1', 'processor_3']",0.6124514504836733,0.0013980865478515625,FL,0.39420156264250006
Event 17,event_17,100,7,3,3,0.006559962,2.02331930398941,0.001,0.75,0.25,32.01337785725801,6.5,1,10000000000,0.000810277642072,0.0364494323730469,2.02331930398941,Success,"[6, 12, 12, 6, 20, 20, 20]",1.3009199185827385,0.9127395153045654,Success,processor_50,"['processor_12', 'processor_6', 'processor_20']",0.447775275315541,0.6959362030029297,Success,processor_12,"['processor_6', 'processor_20', 'processor_10']",1.2873718378989913,0.06611275672912598,Success,processor_12,"['processor_6', 'processor_20', 'processor_10']",0.7092523415139238,0.053754329681396484,Success,processor_1,"['processor_5', 'processor_3', 'processor_4']","['processor_6', 'processor_0', 'processor_2']",0.4312256178546816,0.00131988525390625,FSL,0.4312256178546816
Event 18,event_18,100,7,3,3,0.006559962,2.02331930398941,0.001,0.75,0.25,18.992671380468988,6.5,1,10000000000,0.000810277642072,0.0364494323730469,2.02331930398941,Success,"[3, 20, 20, 16, 3, 3, 3]",1.1836873693975227,0.8892886638641357,Success,processor_48,"['processor_20', 'processor_16', 'processor_3']",0.39612510092014647,0.6946022510528564,Success,processor_20,"['processor_16', 'processor_3', 'processor_4']",1.184988870934308,0.06938934326171875,Success,processor_20,"['processor_16', 'processor_3', 'processor_4']",0.6629052992247617,0.06767702102661133,Success,processor_0,"['processor_4', 'processor_2', 'processor_5']","['processor_3', 'processor_1', 'processor_6']",0.4214664027679266,0.002255678176879883,FL,0.39612510092014647
Event 19,event_19,100,7,3,3,0.006559962,2.02331930398941,0.001,0.75,0.25,30.961765326455307,6.5,1,10000000000,0.000810277642072,0.0364494323730469,2.02331930398941,Success,"[3, 3, 3, 7, 2, 2, 2]",1.2312433672935854,0.9337294101715088,Success,processor_46,"['processor_3', 'processor_7', 'processor_2']",0.431951026137924,0.6976544857025146,Success,processor_3,"['processor_7', 'processor_2', 'processor_24']",1.2241765485958218,0.06885075569152832,Success,processor_3,"['processor_7', 'processor_2', 'processor_24']",0.6768986678196817,0.06699109077453613,Success,processor_4,"['processor_2', 'processor_0', 'processor_1']","['processor_3', 'processor_5', 'processor_6']",0.442755972349683,0.0016322135925292969,FL,0.431951026137924
Event 20,event_20,100,7,3,3,0.006559962,2.02331930398941,0.001,0.75,0.25,30.13371908147769,6.5,1,10000000000,0.000810277642072,0.0364494323730469,2.02331930398941,Success,"[7, 18, 18, 7, 14, 14, 14]",1.2577505460895229,0.7066490650177002,Success,processor_30,"['processor_25', 'processor_18', 'processor_7']",0.41265684097861655,0.6862969398498535,Success,processor_25,"['processor_18', 'processor_7', 'processor_14']",1.2181343269795812,0.07266592979431152,Success,processor_25,"['processor_18', 'processor_7', 'processor_14']",0.6764304660232193,0.06737971305847168,Success,processor_1,"['processor_2', 'processor_0', 'processor_4']","['processor_5', 'processor_3', 'processor_6']",0.4133996889115868,0.0014536380767822266,FL,0.41265684097861655
Event 21,event_21,100,7,3,3,0.006559962,2.02331930398941,0.001,0.75,0.25,28.412913926834015,6.5,1,10000000000,0.000810277642072,0.0364494323730469,2.02331930398941,Success,"[9, 9, 9, 24, 22, 22, 22]",1.218740701508075,1.060051679611206,Success,processor_29,"['processor_9', 'processor_24', 'processor_22']",0.41872020118381925,0.6561033725738525,Success,processor_9,"['processor_24', 'processor_22', 'processor_12']",1.2139369488350538,0.07035207748413086,Success,processor_9,"['processor_24', 'processor_22', 'processor_12']",0.6680586433462625,0.06613445281982422,Success,processor_1,"['processor_5', 'processor_0', 'processor_6']","['processor_3', 'processor_2', 'processor_4']",0.5405956971031578,0.0016732215881347656,FL,0.41872020118381925
Event 22,event_22,100,7,3,3,0.006559962,2.02331930398941,0.001,0.75,0.25,24.845393859165284,6.5,1,10000000000,0.000810277642072,0.0364494323730469,2.02331930398941,Success,"[1, 1, 1, 7, 21, 21, 21]",1.232155887177455,1.0931551456451416,Success,processor_43,"['processor_1', 'processor_25', 'processor_7']",0.41875364962855055,0.6264767646789551,Success,processor_1,"['processor_25', 'processor_7', 'processor_21']",1.21591073448468,0.06824660301208496,Success,processor_1,"['processor_25', 'processor_7', 'processor_21']",0.6755704350375858,0.06677412986755371,Success,processor_3,"['processor_6', 'processor_4', 'processor_5']","['processor_1', 'processor_0', 'processor_2']",0.5971422475087059,0.001379251480102539,FL,0.41875364962855055
Event 23,event_23,100,7,3,3,0.006559962,2.02331930398941,0.001,0.75,0.25,34.57056874027147,6.5,1,10000000000,0.000810277642072,0.0364494323730469,2.02331930398941,Success,"[5, 5, 5, 15, 12, 12, 12]",1.2281568824646407,0.8327598571777344,Success,processor_45,"['processor_5', 'processor_15', 'processor_12']",0.4207799882143266,0.624741792678833,Success,processor_5,"['processor_15', 'processor_12', 'processor_13']",1.225657191956056,0.06730031967163086,Success,processor_5,"['processor_15', 'processor_12', 'processor_13']",0.676674963140924,0.0655372142791748,Success,processor_2,"['processor_1', 'processor_3', 'processor_4']","['processor_5', 'processor_0', 'processor_6']",0.4351382429493168,0.0019278526306152344,FL,0.4207799882143266
Event 24,event_24,100,7,3,3,0.006559962,2.02331930398941,0.001,0.75,0.25,38.29256498544419,6.5,1,10000000000,0.000810277642072,0.0364494323730469,2.02331930398941,Success,"[3, 3, 3, 9, 4, 4, 4]",1.1752369065823687,0.8888614177703857,Success,processor_48,"['processor_3', 'processor_9', 'processor_4']",0.3968716500244516,0.700416088104248,Success,processor_3,"['processor_9', 'processor_4', 'processor_24']",1.179121444249867,0.05922579765319824,Success,processor_3,"['processor_9', 'processor_4', 'processor_24']",0.6598373294347052,0.05301523208618164,Success,processor_2,"['processor_4', 'processor_1', 'processor_6']","['processor_3', 'processor_0', 'processor_5']",0.37244768263588385,0.001300811767578125,FSL,0.37244768263588385
Event 25,event_25,100,7,3,3,0.006559962,2.02331930398941,0.001,0.75,0.25,28.489695974509495,6.5,1,10000000000,0.000810277642072,0.0364494323730469,2.02331930398941,Success,"[5, 12, 12, 5, 11, 11, 11]",1.2238248200931416,0.9039573669433594,Success,processor_44,"['processor_12', 'processor_5', 'processor_11']",0.4166604803566574,0.6931540966033936,Success,processor_12,"['processor_5', 'processor_11', 'processor_19']",1.2272595066977006,0.06944632530212402,Success,processor_12,"['processor_5', 'processor_11', 'processor_19']",0.6851945247161079,0.06730937957763672,Success,processor_6,"['processor_2', 'processor_4', 'processor_1']","['processor_5', 'processor_3', 'processor_0']",0.4912465052656438,0.0014095306396484375,FL,0.4166604803566574
Event 26,event_26,100,7,3,3,0.006559962,2.02331930398941,0.001,0.75,0.25,36.29958407982218,6.5,1,10000000000,0.000810277642072,0.0364494323730469,2.02331930398941,Success,"[9, 24, 24, 9, 17, 17, 17]",1.2497232087399106,0.8507218360900879,Success,processor_45,"['processor_24', 'processor_9', 'processor_17']",0.42373535928085065,0.6926963329315186,Success,processor_24,"['processor_9', 'processor_17', 'processor_1']",1.2467944615789046,0.06815838813781738,Success,processor_24,"['processor_9', 'processor_17', 'processor_1']",0.6959312786706289,0.06714344024658203,Success,processor_3,"['processor_0', 'processor_4', 'processor_5']","['processor_1', 'processor_6', 'processor_2']",0.4786866059408053,0.0013756752014160156,FL,0.42373535928085065
Event 27,event_27,100,7,3,3,0.006559962,2.02331930398941,0.001,0.75,0.25,33.87392599956331,6.5,1,10000000000,0.000810277642072,0.0364494323730469,2.02331930398941,Success,"[7, 12, 12, 7, 24, 24, 24]",1.204131788252411,0.9198923110961914,Success,processor_33,"['processor_12', 'processor_7', 'processor_24']",0.4060794810394117,0.6932528018951416,Success,processor_12,"['processor_7', 'processor_24', 'processor_15']",1.2032663792351868,0.06796765327453613,Success,processor_12,"['processor_7', 'processor_24', 'processor_15']",0.6720745157133553,0.06708383560180664,Success,processor_1,"['processor_0', 'processor_3', 'processor_5']","['processor_2', 'processor_6', 'processor_4']",0.4955290388504114,0.0014278888702392578,FL,0.4060794810394117
Event 28,event_28,100,7,3,3,0.006559962,2.02331930398941,0.001,0.75,0.25,18.781725288329547,6.5,1,10000000000,0.000810277642072,0.0364494323730469,2.02331930398941,Success,"[2, 7, 7, 2, 21, 21, 21]",1.2704481273315207,0.9360291957855225,Success,processor_47,"['processor_7', 'processor_2', 'processor_21']",0.44797819675770534,0.6720061302185059,Success,processor_7,"['processor_2', 'processor_21', 'processor_19']",1.2654207679626663,0.06883764266967773,Success,processor_7,"['processor_2', 'processor_21', 'processor_19']",0.6992280814952574,0.06711483001708984,Success,processor_3,"['processor_4', 'processor_5', 'processor_0']","['processor_2', 'processor_6', 'processor_1']",0.6282013941664142,0.0014677047729492188,FL,0.44797819675770534
Event 29,event_29,100,7,3,3,0.006559962,2.02331930398941,0.001,0.75,0.25,33.751851546363035,6.5,1,10000000000,0.000810277642072,0.0364494323730469,2.02331930398941,Success,"[13, 18, 18, 13, 20, 20, 20]",1.2662790539546918,1.0304961204528809,Success,processor_47,"['processor_18', 'processor_13', 'processor_20']",0.43310279546005914,0.6360855102539062,Success,processor_18,"['processor_13', 'processor_20', 'processor_4']",1.2591571385462768,0.07290530204772949,Success,processor_18,"['processor_13', 'processor_20', 'processor_4']",0.6984231484203449,0.06952881813049316,Success,processor_6,"['processor_0', 'processor_3', 'processor_1']","['processor_4', 'processor_2', 'processor_5']",0.538543153243335,0.0018169879913330078,FL,0.43310279546005914
Event 30,event_30,100,7,3,3,0.006559962,2.02331930398941,0.001,0.75,0.25,30.714096828915,6.5,1,10000000000,0.000810277642072,0.0364494323730469,2.02331930398941,Success,"[6, 21, 21, 13, 6, 6, 6]",1.2332979999745355,0.8820748329162598,Success,processor_31,"['processor_21', 'processor_13', 'processor_6']",0.421676057939441,0.6334562301635742,Success,processor_21,"['processor_13', 'processor_6', 'processor_25']",1.2256741559289606,0.0706017017364502,Success,processor_21,"['processor_13', 'processor_6', 'processor_25']",0.6803541600438644,0.0671701431274414,Success,processor_4,"['processor_0', 'processor_5', 'processor_2']","['processor_6', 'processor_1', 'processor_3']",0.5462781613206654,0.0014412403106689453,FL,0.421676057939441
Event 31,event_31,100,7,3,3,0.006559962,2.02331930398941,0.001,0.75,0.25,23.73794926388884,6.5,1,10000000000,0.000810277642072,0.0364494323730469,2.02331930398941,Success,"[7, 7, 7, 11, 13, 13, 13]",1.1966791342535865,0.8596916198730469,Success,processor_42,"['processor_25', 'processor_7', 'processor_11']",0.402131426270426,0.6890780925750732,Success,processor_25,"['processor_7', 'processor_11', 'processor_13']",1.1817150939621754,0.05645155906677246,Success,processor_25,"['processor_7', 'processor_11', 'processor_13']",0.6607705604241075,0.05366206169128418,Success,processor_4,"['processor_6', 'processor_3', 'processor_2']","['processor_1', 'processor_5', 'processor_0']",0.49998601900275713,0.0012919902801513672,FL,0.402131426270426
Event 32,event_32,100,7,3,3,0.006559962,2.02331930398941,0.001,0.75,0.25,41.07914315331078,6.5,1,10000000000,0.000810277642072,0.0364494323730469,2.02331930398941,Success,"[0, 0, 0, 2, 13, 13, 13]",1.2023358428054252,0.9538578987121582,Success,processor_28,"['processor_0', 'processor_2', 'processor_13']",0.40213549160157747,0.692819356918335,Success,processor_0,"['processor_2', 'processor_13', 'processor_19']",1.2134726442657162,0.06714701652526855,Success,processor_0,"['processor_2', 'processor_13', 'processor_19']",0.6819418906640342,0.06697893142700195,Success,processor_4,"['processor_2', 'processor_3', 'processor_1']","['processor_0', 'processor_6', 'processor_5']",0.43364200241567746,0.001438140869140625,FL,0.40213549160157747
Event 33,event_33,100,7,3,3,0.006559962,2.02331930398941,0.001,0.75,0.25,31.596868585842174,6.5,1,10000000000,0.000810277642072,0.0364494323730469,2.02331930398941,Success,"[10, 22, 22, 10, 9, 9, 9]",1.1925616114815254,0.8997950553894043,Success,processor_34,"['processor_22', 'processor_10', 'processor_9']",0.4007970488752582,0.6998739242553711,Success,processor_22,"['processor_10', 'processor_9', 'processor_11']",1.1944327525198992,0.07355523109436035,Success,processor_22,"['processor_10', 'processor_9', 'processor_11']",0.669046169315807,0.0695950984954834,Success,processor_2,"['processor_1', 'processor_5', 'processor_4']","['processor_6', 'processor_0', 'processor_3']",0.4038132425338324,0.0016407966613769531,FL,0.4007970488752582
Event 34,event_34,100,7,3,3,0.006559962,2.02331930398941,0.001,0.75,0.25,38.698647423503786,6.5,1,10000000000,0.000810277642072,0.0364494323730469,2.02331930398941,Success,"[2, 2, 2, 4, 9, 9, 9]",1.1794643614798976,1.0810794830322266,Success,processor_48,"['processor_2', 'processor_4', 'processor_9']",0.4006254807444595,0.6870222091674805,Success,processor_2,"['processor_4', 'processor_9', 'processor_21']",1.1823544014918128,0.06966233253479004,Success,processor_2,"['processor_4', 'processor_9', 'processor_21']",0.6619764680730188,0.06782698631286621,Success,processor_1,"['processor_4', 'processor_6', 'processor_5']","['processor_2', 'processor_0', 'processor_3']",0.37777297185827174,0.001779794692993164,FSL,0.37777297185827174
Event 35,event_35,100,7,3,3,0.006559962,2.02331930398941,0.001,0.75,0.25,35.916317731828954,6.5,1,10000000000,0.000810277642072,0.0364494323730469,2.02331930398941,Success,"[7, 12, 12, 7, 3, 3, 3]",1.2463356542171187,0.8128194808959961,Success,processor_36,"['processor_12', 'processor_7', 'processor_3']",0.42007279521655144,0.6924476623535156,Success,processor_12,"['processor_7', 'processor_3', 'processor_20']",1.2467379041096702,0.0685126781463623,Success,processor_12,"['processor_7', 'processor_3', 'processor_20']",0.6967777329426587,0.06765007972717285,Success,processor_2,"['processor_0', 'processor_4', 'processor_1']","['processor_3', 'processor_6', 'processor_5']",0.4708263235758572,0.0014803409576416016,FL,0.42007279521655144
Event 36,event_36,100,7,3,3,0.006559962,2.02331930398941,0.001,0.75,0.25,35.27265286584357,6.5,1,10000000000,0.000810277642072,0.0364494323730469,2.02331930398941,Success,"[6, 24, 24, 13, 6, 6, 6]",1.2008490427267107,0.9984924793243408,Success,processor_30,"['processor_24', 'processor_13', 'processor_6']",0.40550876647029,0.6762561798095703,Success,processor_24,"['processor_13', 'processor_6', 'processor_3']",1.1947551752440038,0.07008147239685059,Success,processor_24,"['processor_13', 'processor_6', 'processor_3']",0.6646564808386762,0.06966924667358398,Success,processor_2,"['processor_3', 'processor_4', 'processor_1']","['processor_6', 'processor_0', 'processor_5']",0.4137346163122824,0.0014491081237792969,FL,0.40550876647029
