,Event Name,No. of Processors,No. of Layers,Min. Split,Min. Clients,NN Flops [TFLOPs],NN Memory [GB],Fraction Aggregator,Fraction Server / Edge,Fraction Clients,Avg. Processor Power [GFLOP/s],Avg. Processor Full Residual [GB],Avg. Processor Portion,Avg. Link Bandwidth [GB/s],Avg. Input Data Size [GB],Avg. Intermediate Results Size [GB],Avg. Weights Data Size [GB],PL Outcome,PL Best Path,PL Train Time [s],PL Runtime [s],FL Outcome,FL Aggregator,FL Clients,FL Train Time [s],FL Runtime [s],SL Outcome,SL Server,SL Clients,SL Train Time [s],SL Runtime [s],PSL Outcome,PSL Server,PSL Clients,PSL Train Time [s],PSL Runtime [s],FSL Outcome,FSL Agg Server,FSL Edge Servers,FSL Clients,FSL Train Time [s],FSL Runtime [s],Best Architecture,Best Train Time [s]
Event 10,event_10,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,24.88177197811442,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[9, 9, 9, 17, 10, 10, 10]",0.30196280482480176,0.9360988140106201,Success,processor_41,"['processor_9', 'processor_17', 'processor_10']",0.10333211978887459,0.7025184631347656,Success,processor_9,"['processor_17', 'processor_10', 'processor_22']",0.3007179381679868,0.07097601890563965,Success,processor_9,"['processor_17', 'processor_10', 'processor_22']",0.21271510560204776,0.06640028953552246,Success,processor_1,"['processor_5', 'processor_0', 'processor_4']","['processor_6', 'processor_3', 'processor_2']",0.14441413504709075,0.0014486312866210938,FL,0.10333211978887459
Event 11,event_11,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,32.897799829843954,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[1, 17, 17, 1, 6, 6, 6]",0.3028147485960549,0.7985706329345703,Success,processor_45,"['processor_17', 'processor_1', 'processor_6']",0.1023081836044931,0.7046048641204834,Success,processor_17,"['processor_1', 'processor_6', 'processor_13']",0.3004185416551264,0.06668305397033691,Success,processor_17,"['processor_1', 'processor_6', 'processor_13']",0.21234157033587808,0.0656585693359375,Success,processor_5,"['processor_1', 'processor_0', 'processor_4']","['processor_6', 'processor_2', 'processor_3']",0.14583631331479713,0.0013837814331054688,FL,0.1023081836044931
Event 12,event_12,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,23.53375430110372,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[14, 14, 14, 24, 6, 6, 6]",0.3019666045208293,0.7774724960327148,Success,processor_28,"['processor_14', 'processor_24', 'processor_6']",0.10155860965130446,0.7083485126495361,Success,processor_14,"['processor_24', 'processor_6', 'processor_7']",0.30028348354767465,0.07381916046142578,Success,processor_14,"['processor_24', 'processor_6', 'processor_7']",0.2121397404828711,0.0658562183380127,Success,processor_2,"['processor_6', 'processor_3', 'processor_4']","['processor_1', 'processor_5', 'processor_0']",0.08998395052183894,0.0014994144439697266,FSL,0.08998395052183894
Event 13,event_13,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,18.097889696442458,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[3, 11, 11, 3, 22, 22, 22]",0.30240148873197636,0.8696274757385254,Success,processor_42,"['processor_11', 'processor_3', 'processor_22']",0.10217701423257261,0.66200852394104,Success,processor_11,"['processor_3', 'processor_22', 'processor_13']",0.29782959171904816,0.0675663948059082,Success,processor_11,"['processor_3', 'processor_22', 'processor_13']",0.20994881540910285,0.06722140312194824,Success,processor_2,"['processor_3', 'processor_4', 'processor_5']","['processor_6', 'processor_1', 'processor_0']",0.12245276894779986,0.0014183521270751953,FL,0.10217701423257261
Event 14,event_14,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,24.25921655977645,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[16, 20, 20, 16, 4, 4, 4]",0.3144490718726489,1.0085508823394775,Success,processor_30,"['processor_20', 'processor_16', 'processor_4']",0.10884260914927098,0.6259326934814453,Success,processor_20,"['processor_16', 'processor_4', 'processor_23']",0.30570032035012745,0.07047319412231445,Success,processor_20,"['processor_16', 'processor_4', 'processor_23']",0.2145806460107004,0.06789278984069824,Success,processor_3,"['processor_4', 'processor_0', 'processor_2']","['processor_6', 'processor_5', 'processor_1']",0.1450086487661033,0.0015902519226074219,FL,0.10884260914927098
Event 15,event_15,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,26.76549849118614,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[2, 2, 2, 12, 20, 20, 20]",0.30274823509332077,1.0396928787231445,Success,processor_29,"['processor_2', 'processor_12', 'processor_20']",0.10392186666827842,0.629828691482544,Success,processor_2,"['processor_12', 'processor_20', 'processor_23']",0.29922436381871353,0.0682673454284668,Success,processor_2,"['processor_12', 'processor_20', 'processor_23']",0.21115528137459844,0.06946635246276855,Success,processor_1,"['processor_2', 'processor_5', 'processor_0']","['processor_4', 'processor_3', 'processor_6']",0.09198410223632092,0.0022306442260742188,FSL,0.09198410223632092
Event 16,event_16,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,19.66515948067408,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[4, 11, 11, 4, 20, 20, 20]",0.30202480834995726,0.9323310852050781,Success,processor_41,"['processor_11', 'processor_4', 'processor_20']",0.10264126472903129,0.6786909103393555,Success,processor_11,"['processor_4', 'processor_20', 'processor_6']",0.2989502890560735,0.05405092239379883,Success,processor_11,"['processor_4', 'processor_20', 'processor_6']",0.2111950638191143,0.05307435989379883,Success,processor_1,"['processor_4', 'processor_2', 'processor_0']","['processor_6', 'processor_5', 'processor_3']",0.1262631121297439,0.0013246536254882812,FL,0.10264126472903129
Event 17,event_17,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,29.86628507626712,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[7, 11, 11, 7, 3, 3, 3]",0.31303735308928504,0.8833324909210205,Success,processor_45,"['processor_11', 'processor_25', 'processor_7']",0.10587631758284602,0.7024831771850586,Success,processor_11,"['processor_25', 'processor_7', 'processor_3']",0.2994315988125535,0.07035470008850098,Success,processor_11,"['processor_25', 'processor_7', 'processor_3']",0.2106283437116135,0.06554293632507324,Success,processor_1,"['processor_3', 'processor_4', 'processor_5']","['processor_2', 'processor_0', 'processor_6']",0.12913923168165917,0.0014812946319580078,FL,0.10587631758284602
Event 18,event_18,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,25.57184242875502,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[12, 12, 12, 15, 16, 16, 16]",0.3067011425163395,0.8856792449951172,Success,processor_33,"['processor_12', 'processor_15', 'processor_16']",0.10465888742161278,0.6933901309967041,Success,processor_12,"['processor_15', 'processor_16', 'processor_21']",0.30297664247737055,0.0720071792602539,Success,processor_12,"['processor_15', 'processor_16', 'processor_21']",0.21372829183386755,0.0684208869934082,Success,processor_2,"['processor_6', 'processor_4', 'processor_1']","['processor_5', 'processor_0', 'processor_3']",0.10061559174248745,0.0015981197357177734,FSL,0.10061559174248745
Event 19,event_19,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,29.965536738696635,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[6, 7, 7, 6, 1, 1, 1]",0.3037655825060941,0.8209936618804932,Success,processor_35,"['processor_7', 'processor_6', 'processor_1']",0.10354746936766718,0.7012917995452881,Success,processor_7,"['processor_6', 'processor_1', 'processor_20']",0.2993592469069381,0.06930708885192871,Success,processor_7,"['processor_6', 'processor_1', 'processor_20']",0.2111765973428689,0.06649565696716309,Success,processor_2,"['processor_6', 'processor_0', 'processor_3']","['processor_1', 'processor_4', 'processor_5']",0.12000943020713653,0.0019428730010986328,FL,0.10354746936766718
Event 20,event_20,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,30.642194265493004,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[7, 7, 7, 24, 23, 23, 23]",0.3171557004707343,0.8374276161193848,Success,processor_34,"['processor_7', 'processor_24', 'processor_23']",0.10762522536531523,0.6687166690826416,Success,processor_7,"['processor_24', 'processor_23', 'processor_0']",0.315369057074655,0.07036018371582031,Success,processor_7,"['processor_24', 'processor_23', 'processor_0']",0.22303836727392382,0.06662678718566895,Success,processor_2,"['processor_0', 'processor_3', 'processor_6']","['processor_4', 'processor_5', 'processor_1']",0.14021370245934225,0.0019474029541015625,FL,0.10762522536531523
Event 21,event_21,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,34.32038354955102,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[0, 0, 0, 24, 7, 7, 7]",0.2993738399756627,1.2126154899597168,Success,processor_31,"['processor_0', 'processor_24', 'processor_7']",0.10051586481546317,0.6571276187896729,Success,processor_0,"['processor_24', 'processor_7', 'processor_23']",0.29828164294846776,0.06886410713195801,Success,processor_0,"['processor_24', 'processor_7', 'processor_23']",0.21101377086793308,0.06605648994445801,Success,processor_2,"['processor_0', 'processor_1', 'processor_4']","['processor_6', 'processor_3', 'processor_5']",0.09849185026916925,0.0015614032745361328,FSL,0.09849185026916925
Event 22,event_22,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,22.856792375033297,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[11, 11, 11, 12, 22, 22, 22]",0.30536824823042996,1.047611951828003,Success,processor_41,"['processor_11', 'processor_12', 'processor_22']",0.10402039392575539,0.6247174739837646,Success,processor_11,"['processor_12', 'processor_22', 'processor_15']",0.30252907876438745,0.07172513008117676,Success,processor_11,"['processor_12', 'processor_22', 'processor_15']",0.21365785179182656,0.0646827220916748,Success,processor_1,"['processor_3', 'processor_2', 'processor_6']","['processor_0', 'processor_5', 'processor_4']",0.13348356454609275,0.0017514228820800781,FL,0.10402039392575539
Event 23,event_23,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,32.78830612286795,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[0, 11, 11, 0, 8, 8, 8]",0.31280653574425904,0.8832852840423584,Success,processor_36,"['processor_11', 'processor_0', 'processor_8']",0.1064204880832369,0.620485782623291,Success,processor_11,"['processor_0', 'processor_8', 'processor_7']",0.3079615922541636,0.06778573989868164,Success,processor_11,"['processor_0', 'processor_8', 'processor_7']",0.2171528190030313,0.06797528266906738,Success,processor_2,"['processor_0', 'processor_6', 'processor_3']","['processor_4', 'processor_1', 'processor_5']",0.10740216986657238,0.002103567123413086,FL,0.1064204880832369
Event 24,event_24,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,30.543623655570997,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[16, 16, 16, 23, 0, 0, 0]",0.3136180066452528,0.743739128112793,Success,processor_26,"['processor_16', 'processor_23', 'processor_0']",0.11139798503243996,0.6977534294128418,Success,processor_16,"['processor_23', 'processor_0', 'processor_18']",0.3039170814846055,0.0703577995300293,Success,processor_16,"['processor_23', 'processor_0', 'processor_18']",0.21319534825879952,0.06238818168640137,Success,processor_4,"['processor_0', 'processor_5', 'processor_2']","['processor_6', 'processor_1', 'processor_3']",0.12244364521859355,0.0013706684112548828,FL,0.11139798503243996
Event 25,event_25,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,30.293825237817618,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[11, 11, 11, 18, 17, 17, 17]",0.3144664796011567,0.8270201683044434,Success,processor_28,"['processor_11', 'processor_18', 'processor_17']",0.10694162513084562,0.6891047954559326,Success,processor_11,"['processor_18', 'processor_17', 'processor_0']",0.3111569228161764,0.07120823860168457,Success,processor_11,"['processor_18', 'processor_17', 'processor_0']",0.21909608134983846,0.06691098213195801,Success,processor_5,"['processor_0', 'processor_1', 'processor_4']","['processor_2', 'processor_6', 'processor_3']",0.10405789961805285,0.0020084381103515625,FSL,0.10405789961805285
Event 26,event_26,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,30.62482493295635,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[3, 11, 11, 3, 8, 8, 8]",0.31451876283951163,0.7915613651275635,Success,processor_41,"['processor_11', 'processor_3', 'processor_8']",0.10561274765064199,0.6997268199920654,Success,processor_11,"['processor_3', 'processor_8', 'processor_19']",0.3118040445574694,0.06616401672363281,Success,processor_11,"['processor_3', 'processor_8', 'processor_19']",0.2202868478036841,0.06568217277526855,Success,processor_5,"['processor_3', 'processor_6', 'processor_1']","['processor_0', 'processor_2', 'processor_4']",0.10164983837136948,0.0014028549194335938,FSL,0.10164983837136948
Event 27,event_27,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,24.3628093843793,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[1, 3, 3, 1, 24, 24, 24]",0.30342753167287484,1.0252301692962646,Success,processor_29,"['processor_3', 'processor_1', 'processor_24']",0.10323821571535077,0.693108081817627,Success,processor_3,"['processor_1', 'processor_24', 'processor_2']",0.2998263940123677,0.07015514373779297,Success,processor_3,"['processor_1', 'processor_24', 'processor_2']",0.21170344884339098,0.06704068183898926,Success,processor_5,"['processor_3', 'processor_2', 'processor_4']","['processor_1', 'processor_6', 'processor_0']",0.09292569545975439,0.0015490055084228516,FSL,0.09292569545975439
Event 28,event_28,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,29.68544780091809,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[9, 9, 9, 14, 6, 6, 6]",0.3137053906633379,0.7148423194885254,Success,processor_48,"['processor_25', 'processor_9', 'processor_14']",0.10039748100249207,0.6137628555297852,Success,processor_25,"['processor_9', 'processor_14', 'processor_6']",0.30066233496593514,0.06903576850891113,Success,processor_25,"['processor_9', 'processor_14', 'processor_6']",0.21316378700453367,0.06795406341552734,Success,processor_5,"['processor_6', 'processor_2', 'processor_3']","['processor_0', 'processor_1', 'processor_4']",0.11153923089617652,0.0014064311981201172,FL,0.10039748100249207
Event 29,event_29,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,17.295474633381634,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[1, 3, 3, 1, 13, 13, 13]",0.3088737744864499,1.000580072402954,Success,processor_49,"['processor_3', 'processor_1', 'processor_13']",0.10392593926654323,0.6228184700012207,Success,processor_3,"['processor_1', 'processor_13', 'processor_6']",0.3055844780254244,0.0625152587890625,Success,processor_3,"['processor_1', 'processor_13', 'processor_6']",0.21570060054737308,0.06796765327453613,Success,processor_0,"['processor_3', 'processor_6', 'processor_4']","['processor_1', 'processor_2', 'processor_5']",0.13400289685852865,0.0020804405212402344,FL,0.10392593926654323
Event 30,event_30,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,16.506949759668878,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[3, 3, 3, 15, 7, 7, 7]",0.30018868244712177,1.0406949520111084,Success,processor_48,"['processor_3', 'processor_15', 'processor_7']",0.10104874113158752,0.6663846969604492,Success,processor_3,"['processor_15', 'processor_7', 'processor_24']",0.29943595297755515,0.05406689643859863,Success,processor_3,"['processor_15', 'processor_7', 'processor_24']",0.21191313282735144,0.05320024490356445,Success,processor_0,"['processor_3', 'processor_4', 'processor_6']","['processor_5', 'processor_2', 'processor_1']",0.12595103847216746,0.0013051033020019531,FL,0.10104874113158752
Event 31,event_31,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,32.06191337791876,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[4, 15, 15, 4, 0, 0, 0]",0.3156348104220536,0.8131375312805176,Success,processor_33,"['processor_15', 'processor_4', 'processor_0']",0.10612315331253344,0.6851389408111572,Success,processor_15,"['processor_4', 'processor_0', 'processor_20']",0.3131693748776975,0.06735682487487793,Success,processor_15,"['processor_4', 'processor_0', 'processor_20']",0.22131298451912473,0.06720113754272461,Success,processor_3,"['processor_4', 'processor_1', 'processor_6']","['processor_0', 'processor_5', 'processor_2']",0.1203389021542629,0.0020074844360351562,FL,0.10612315331253344
Event 32,event_32,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,26.109415976592928,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[1, 1, 1, 23, 10, 10, 10]",0.3074092704017684,0.8629205226898193,Success,processor_30,"['processor_1', 'processor_23', 'processor_10']",0.10466876594818218,0.6834843158721924,Success,processor_1,"['processor_23', 'processor_10', 'processor_7']",0.30464373797907973,0.07123208045959473,Success,processor_1,"['processor_23', 'processor_10', 'processor_7']",0.2151041845837892,0.06651616096496582,Success,processor_3,"['processor_1', 'processor_6', 'processor_5']","['processor_4', 'processor_0', 'processor_2']",0.09824001985795927,0.0014007091522216797,FSL,0.09824001985795927
Event 33,event_33,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,18.09359348555321,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[1, 8, 8, 1, 5, 5, 5]",0.30505465363688467,0.8335103988647461,Success,processor_46,"['processor_8', 'processor_1', 'processor_5']",0.1037930441769841,0.6839354038238525,Success,processor_8,"['processor_1', 'processor_5', 'processor_11']",0.2985300145203693,0.06944680213928223,Success,processor_8,"['processor_1', 'processor_5', 'processor_11']",0.2100594308703476,0.06632852554321289,Success,processor_3,"['processor_1', 'processor_4', 'processor_0']","['processor_5', 'processor_2', 'processor_6']",0.13697962062234972,0.002276897430419922,FL,0.1037930441769841
Event 34,event_34,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,24.18328795223566,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[5, 5, 5, 9, 21, 21, 21]",0.308939546736653,0.8595075607299805,Success,processor_35,"['processor_5', 'processor_9', 'processor_21']",0.10562725747156375,0.6253647804260254,Success,processor_5,"['processor_9', 'processor_21', 'processor_22']",0.30398736668704607,0.06950664520263672,Success,processor_5,"['processor_9', 'processor_21', 'processor_22']",0.21367087848398314,0.06646180152893066,Success,processor_2,"['processor_5', 'processor_1', 'processor_6']","['processor_3', 'processor_4', 'processor_0']",0.09698063036007905,0.0014421939849853516,FSL,0.09698063036007905
Event 35,event_35,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,23.21381872689708,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[11, 11, 11, 24, 6, 6, 6]",0.30180627129728366,0.9207241535186768,Success,processor_41,"['processor_11', 'processor_24', 'processor_6']",0.10297906738655786,0.5999233722686768,Success,processor_11,"['processor_24', 'processor_6', 'processor_14']",0.29903097674295803,0.06714034080505371,Success,processor_11,"['processor_24', 'processor_6', 'processor_14']",0.21104624538271569,0.06649065017700195,Success,processor_4,"['processor_6', 'processor_3', 'processor_2']","['processor_5', 'processor_0', 'processor_1']",0.1466512868293371,0.0019135475158691406,FL,0.10297906738655786
